ID,loan_purpose,borrower_employment_length,borrower_age,borrower_home_ownership,borrower_income,loan_rating,loan_amount,loan_rate,loan_status,loan_to_income_percent,cb_person_default_on_file,cb_person_cred_hist_length,rem_term
2667,VENTURE,1,25,MORTGAGE,33600,B,12000,9.99,0,0.36,N,3,36
2668,PERSONAL,1,22,RENT,49800,A,3000,7.88,0,0.06,N,3,36
2669,HOMEIMPROVEMENT,5,25,RENT,50000,A,3000,6.03,0,0.06,N,3,36
2670,HOMEIMPROVEMENT,0,26,RENT,44000,A,3000,7.49,1,0.07,N,4,60
2671,DEBTCONSOLIDATION,1,23,RENT,50000,A,3000,8.49,0,0.06,N,2,36
2672,DEBTCONSOLIDATION,4,23,RENT,44000,A,3000,7.66,1,0.07,N,4,36
2673,EDUCATION,0,23,RENT,50000,A,3000,6.91,0,0.06,N,2,36
2674,EDUCATION,7,22,MORTGAGE,33600,A,10750,7.88,0,0.32,N,2,36
2675,PERSONAL,4,23,RENT,44000,B,3000,9.62,1,0.07,N,4,60
2676,VENTURE,6,22,MORTGAGE,33600,A,5000,7.14,0,0.15,N,3,36
2677,EDUCATION,6,23,RENT,50000,C,3000,14.96,0,0.06,Y,2,36
2678,PERSONAL,8,26,RENT,50000,B,3000,9.88,0,0.06,N,4,60
2679,PERSONAL,6,22,RENT,50000,B,3000,10.99,0,0.06,N,3,36
2680,DEBTCONSOLIDATION,1,24,RENT,51000,A,3000,8.9,0,0.06,N,2,36
2681,HOMEIMPROVEMENT,8,24,RENT,51600,B,3000,10.65,0,0.06,N,3,60
2682,HOMEIMPROVEMENT,1,24,RENT,51600,C,3000,12.68,0,0.06,Y,4,60
2683,PERSONAL,8,24,RENT,51684,B,3000,10.59,0,0.06,N,2,36
2684,MEDICAL,0,22,RENT,45996,D,3000,15.62,1,0.07,Y,2,60
2685,DEBTCONSOLIDATION,1,23,RENT,51996,B,3000,10.37,0,0.06,N,2,60
2686,VENTURE,4,22,MORTGAGE,33640,B,12000,10.65,0,0.36,N,3,36
2687,EDUCATION,0,23,RENT,52000,A,3000,5.99,0,0.06,N,2,36
2688,DEBTCONSOLIDATION,1,25,RENT,52000,C,3000,12.99,0,0.06,Y,4,36
2689,EDUCATION,6,22,MORTGAGE,33685,C,5000,13.85,0,0.15,N,3,60
2690,MEDICAL,0,25,RENT,48600,A,12000,13.43,0,0.25,N,4,36
2691,DEBTCONSOLIDATION,6,22,RENT,48609,A,12000,7.49,0,0.25,N,3,36
2692,VENTURE,9,26,MORTGAGE,33800,A,14400,7.88,0,0.43,N,3,60
2693,VENTURE,1,23,RENT,48645,B,12000,10.25,0,0.25,N,4,60
2694,EDUCATION,2,25,MORTGAGE,33800,D,10000,15.31,0,0.3,N,4,36
2695,EDUCATION,4,23,OWN,33800,D,13000,15.31,0,0.38,Y,4,36
2696,EDUCATION,6,23,RENT,48672,A,12000,7.42,0,0.25,N,3,36
2697,DEBTCONSOLIDATION,,26,RENT,49200,C,12000,15.23,0,0.24,Y,3,36
2698,DEBTCONSOLIDATION,2,23,MORTGAGE,33990,C,1000,10.59,1,0.03,N,2,60
2699,EDUCATION,9,25,RENT,49600,A,12000,7.14,0,0.24,N,4,36
2700,VENTURE,8,24,MORTGAGE,33996,D,4000,14.91,0,0.12,Y,2,60
2701,PERSONAL,3,25,RENT,50000,D,12000,16.77,0,0.24,N,3,60
2702,VENTURE,1,26,RENT,50000,B,12000,12.69,0,0.24,N,4,36
2703,MEDICAL,,24,OWN,33996,B,5100,11.12,0,0.15,N,4,36
2704,HOMEIMPROVEMENT,2,21,MORTGAGE,33996,A,2500,7.88,1,0.07,N,3,60
2705,VENTURE,0,22,OWN,33996,D,10000,14.96,0,0.29,Y,3,36
2706,PERSONAL,0,21,RENT,50000,B,12000,11.71,0,0.24,N,3,36
2707,EDUCATION,0,23,RENT,50000,B,12000,10.59,0,0.24,N,3,36
2708,EDUCATION,3,24,RENT,50000,E,12000,17.14,0,0.24,N,4,36
2709,DEBTCONSOLIDATION,3,24,RENT,44000,C,12000,12.23,1,0.27,N,3,36
2710,DEBTCONSOLIDATION,1,23,RENT,50000,A,12000,6.54,0,0.24,N,3,36
2711,DEBTCONSOLIDATION,3,22,RENT,44000,B,12000,11.86,1,0.27,N,2,36
2712,HOMEIMPROVEMENT,1,24,RENT,50000,A,12000,7.51,0,0.24,N,4,36
2713,EDUCATION,2,25,RENT,50000,A,12000,7.88,0,0.24,N,4,36
2714,MEDICAL,2,23,RENT,44000,D,12000,12.73,1,0.27,N,4,60
2715,PERSONAL,5,25,RENT,50000,A,12000,7.88,0,0.24,N,2,60
2716,EDUCATION,1,23,RENT,50000,C,12000,12.87,0,0.24,Y,2,36
2717,PERSONAL,6,22,RENT,50004,B,12000,10,0,0.24,N,2,60
2718,MEDICAL,3,25,RENT,44004,D,12000,15.31,1,0.27,Y,3,60
2719,VENTURE,0,23,RENT,44004,E,12000,16,1,0.27,N,2,60
2720,EDUCATION,6,22,RENT,50361,C,12000,12.73,0,0.24,N,4,36
2721,DEBTCONSOLIDATION,6,26,MORTGAGE,34000,A,12000,6.03,0,0.35,N,4,36
2722,DEBTCONSOLIDATION,7,25,RENT,50400,B,12000,15.21,0,0.24,N,3,36
2723,VENTURE,1,23,RENT,50500,B,12000,11.58,0,0.24,N,4,36
2724,DEBTCONSOLIDATION,9,25,MORTGAGE,34000,B,10000,12.42,0,0.29,N,3,36
2725,HOMEIMPROVEMENT,1,25,MORTGAGE,34000,A,2500,6.03,0,0.07,N,2,36
2726,DEBTCONSOLIDATION,2,23,MORTGAGE,34000,A,10000,6.99,0,0.29,N,4,36
2727,EDUCATION,3,23,RENT,51000,C,12000,12.99,0,0.24,N,3,36
2728,MEDICAL,6,22,RENT,45449,B,12000,12.68,1,0.26,N,4,36
2729,MEDICAL,8,25,RENT,51996,B,12000,12.21,0,0.23,N,4,36
2730,PERSONAL,7,24,RENT,52000,A,12000,7.51,0,0.23,N,3,60
2731,DEBTCONSOLIDATION,9,25,MORTGAGE,34000,A,2000,7.66,1,0.06,N,4,36
2732,EDUCATION,6,22,RENT,52000,B,12000,11.99,0,0.23,N,3,36
2733,VENTURE,7,23,OWN,34000,A,10950,7.29,0,0.32,N,2,36
2734,PERSONAL,5,26,MORTGAGE,34000,A,5000,5.79,0,0.15,N,4,36
2735,EDUCATION,1,22,RENT,52000,C,12000,13.61,0,0.23,Y,3,60
2736,PERSONAL,8,26,MORTGAGE,34000,A,6000,6.92,0,0.18,N,4,60
2737,PERSONAL,3,22,RENT,52000,C,12000,13.57,0,0.23,Y,2,36
2738,EDUCATION,5,21,MORTGAGE,34000,A,6000,6.76,0,0.18,N,2,36
2739,HOMEIMPROVEMENT,5,25,RENT,46800,C,12000,13.11,1,0.26,Y,4,60
2740,PERSONAL,5,21,MORTGAGE,34000,A,7200,6.76,1,0.21,N,2,36
2741,PERSONAL,1,24,MORTGAGE,34000,C,5100,14.35,0,0.15,N,4,60
2742,DEBTCONSOLIDATION,7,23,RENT,47000,D,12000,16.29,1,0.26,Y,3,36
2743,VENTURE,6,24,RENT,53000,B,12000,11.11,0,0.23,N,3,36
2744,PERSONAL,4,26,RENT,53000,D,12000,14.59,0,0.23,Y,3,36
2745,MEDICAL,5,22,MORTGAGE,34000,B,11500,10.99,0,0.34,N,2,36
2746,MEDICAL,7,24,RENT,53000,C,12000,12.53,0,0.23,Y,4,36
2747,PERSONAL,7,23,RENT,54000,C,12000,19.04,0,0.22,Y,3,36
2748,DEBTCONSOLIDATION,2,22,RENT,54000,B,12000,10.99,0,0.22,N,2,60
2749,MEDICAL,2,25,MORTGAGE,34000,D,6000,15.7,1,0.18,Y,3,60
2750,DEBTCONSOLIDATION,6,22,RENT,54000,A,12000,8.49,0,0.22,N,4,36
2751,EDUCATION,6,24,RENT,54000,A,12000,8.49,0,0.22,N,4,36
2752,VENTURE,8,23,RENT,54000,B,12000,11.36,0,0.22,N,2,60
2753,VENTURE,6,22,RENT,48400,C,12000,14.65,1,0.25,Y,3,36
2754,MEDICAL,0,25,MORTGAGE,34000,C,10000,12.87,0,0.29,Y,4,36
2755,HOMEIMPROVEMENT,3,25,RENT,54996,B,12000,10.37,0,0.22,N,2,36
2756,MEDICAL,0,24,MORTGAGE,34000,B,10000,12.18,0,0.29,N,4,36
2757,PERSONAL,2,26,RENT,54996,A,12000,7.88,0,0.22,N,4,36
2758,DEBTCONSOLIDATION,7,23,MORTGAGE,34000,B,19000,11.48,0,0.56,N,4,60
2759,VENTURE,6,22,RENT,54996,A,12000,8.32,0,0.22,N,4,60
2760,PERSONAL,10,26,RENT,55000,B,12000,12.42,0,0.22,N,3,36
2761,HOMEIMPROVEMENT,2,24,MORTGAGE,34000,D,6000,14.11,0,0.18,N,4,36
2762,EDUCATION,1,25,MORTGAGE,34000,B,10000,11.26,0,0.29,N,3,36
2763,EDUCATION,9,25,RENT,55000,B,12000,10.65,0,0.22,N,3,60
2764,EDUCATION,6,22,MORTGAGE,34000,A,5000,9.63,0,0.15,N,3,36
2765,VENTURE,5,21,RENT,55000,B,12000,10.62,0,0.22,N,2,36
2766,EDUCATION,1,25,MORTGAGE,34000,C,7000,11.28,0,0.21,N,2,36
2767,DEBTCONSOLIDATION,1,25,RENT,49000,D,12000,13.49,1,0.24,N,2,36
2768,VENTURE,8,24,OWN,34000,C,10000,15.95,0,0.29,Y,3,36
2769,EDUCATION,6,22,RENT,55008,C,12000,13.79,0,0.22,N,2,36
2770,EDUCATION,8,24,RENT,55032,A,12000,9.63,0,0.22,N,2,36
2771,PERSONAL,6,21,OWN,34056,B,1500,10.65,0,0.04,N,3,36
2772,EDUCATION,7,22,RENT,55555,E,12000,8.9,0,0.22,N,4,36
2773,EDUCATION,1,22,RENT,56000,A,12000,6.91,0,0.21,N,2,60
2774,PERSONAL,8,23,MORTGAGE,34174,C,9000,13.47,0,0.26,N,4,36
2775,MEDICAL,,23,MORTGAGE,34200,A,5500,7.49,0,0.16,N,4,36
2776,VENTURE,5,21,RENT,56000,B,12000,10.75,0,0.21,N,4,36
2777,VENTURE,8,24,RENT,56000,B,12000,11.49,0,0.21,N,2,60
2778,PERSONAL,2,23,RENT,56000,B,12000,10.75,0,0.21,N,3,60
2779,HOMEIMPROVEMENT,4,24,RENT,56000,A,12000,8.94,0,0.21,N,3,36
2780,VENTURE,0,24,RENT,56000,C,12000,14.26,0,0.21,Y,2,36
2781,PERSONAL,1,25,RENT,50100,D,12000,14.74,1,0.24,Y,2,36
2782,EDUCATION,5,22,RENT,56755,B,12000,10.99,0,0.21,N,2,60
2783,EDUCATION,0,23,RENT,57000,C,12000,7.9,0,0.21,N,4,36
2784,MEDICAL,0,26,RENT,57000,B,12000,10.99,0,0.21,N,4,36
2785,EDUCATION,7,23,MORTGAGE,34348,A,5000,7.9,0,0.15,N,3,60
2786,DEBTCONSOLIDATION,3,23,RENT,51000,E,12000,17.99,1,0.24,Y,4,36
2787,DEBTCONSOLIDATION,5,21,RENT,57000,A,12000,7.29,0,0.21,N,4,36
2788,PERSONAL,3,24,RENT,51000,A,12000,7.88,1,0.24,N,3,36
2789,EDUCATION,6,22,RENT,57000,C,12000,13.11,0,0.21,N,2,60
2790,DEBTCONSOLIDATION,4,23,RENT,57000,A,12000,8.94,0,0.21,N,2,36
2791,DEBTCONSOLIDATION,8,23,RENT,57720,C,12000,12.87,0,0.21,Y,3,60
2792,MEDICAL,8,25,RENT,51780,C,12000,13.47,1,0.23,N,3,60
2793,DEBTCONSOLIDATION,1,23,RENT,51840,D,12000,15.95,1,0.23,Y,3,36
2794,EDUCATION,3,21,MORTGAGE,34500,A,6400,7.51,0,0.19,N,2,60
2795,DEBTCONSOLIDATION,5,26,RENT,58000,B,12000,9.91,0,0.21,N,3,36
2796,VENTURE,6,22,RENT,58000,B,12000,11.49,0,0.21,N,4,36
2797,EDUCATION,6,24,RENT,58000,C,12000,13.11,0,0.21,N,2,36
2798,MEDICAL,6,24,RENT,52260,B,12000,9.99,1,0.23,N,4,36
2799,DEBTCONSOLIDATION,11,26,MORTGAGE,34515,A,5400,7.68,0,0.16,N,4,36
2800,PERSONAL,6,22,RENT,59000,B,12000,10.37,0,0.2,N,3,60
2801,MEDICAL,1,23,MORTGAGE,34560,B,10000,10.59,0,0.29,N,2,36
2802,DEBTCONSOLIDATION,8,24,RENT,52000,B,3000,11.49,0,0.06,N,4,36
2803,MEDICAL,3,24,RENT,52000,A,3000,11.99,0,0.06,N,2,36
2804,MEDICAL,6,23,RENT,52800,B,3000,10.99,0,0.06,N,4,36
2805,EDUCATION,5,23,MORTGAGE,34600,B,6800,12.69,0,0.2,N,4,36
2806,DEBTCONSOLIDATION,2,24,MORTGAGE,34600,A,4000,5.42,0,0.12,N,2,60
2807,MEDICAL,6,25,RENT,53000,C,3000,13.99,0,0.06,Y,2,36
2808,EDUCATION,3,21,RENT,53000,D,3000,13.98,0,0.06,N,4,36
2809,HOMEIMPROVEMENT,1,23,MORTGAGE,34662,B,3000,10.75,1,0.09,N,4,36
2810,MEDICAL,2,22,RENT,54000,A,3000,10.99,0,0.06,N,4,36
2811,DEBTCONSOLIDATION,3,22,MORTGAGE,34800,C,1500,13.49,0,0.04,Y,3,36
2812,VENTURE,1,25,RENT,54000,A,3000,9.32,0,0.06,N,3,36
2813,MEDICAL,4,26,MORTGAGE,34800,B,5975,11.49,0,0.17,N,4,36
2814,DEBTCONSOLIDATION,6,25,MORTGAGE,34800,A,5125,6.99,1,0.15,N,2,36
2815,DEBTCONSOLIDATION,,25,MORTGAGE,34800,A,9450,5.99,0,0.27,N,4,36
2816,EDUCATION,2,23,RENT,55000,A,3000,6.99,0,0.05,N,2,36
2817,PERSONAL,6,22,RENT,55000,C,3000,12.68,0,0.05,Y,4,36
2818,VENTURE,2,25,RENT,49000,C,3000,12.68,1,0.06,Y,3,60
2819,DEBTCONSOLIDATION,7,22,RENT,49000,C,3000,12.23,1,0.06,Y,2,36
2820,DEBTCONSOLIDATION,1,26,RENT,55000,C,3000,15.58,0,0.05,N,2,60
2821,VENTURE,2,23,RENT,55000,B,3000,9.88,0,0.05,N,2,60
2822,MEDICAL,0,25,RENT,55000,A,3000,6.39,0,0.05,N,4,36
2823,MEDICAL,6,22,RENT,55500,B,3000,10.59,0,0.05,N,3,36
2824,DEBTCONSOLIDATION,6,22,MORTGAGE,34900,B,4000,9.99,0,0.11,N,2,60
2825,PERSONAL,2,25,RENT,56000,B,3000,12.69,0,0.05,N,3,36
2826,MEDICAL,3,24,RENT,50000,C,3000,10.99,1,0.06,N,2,60
2827,PERSONAL,5,22,MORTGAGE,34977,D,13000,16,0,0.37,N,2,36
2828,VENTURE,1,25,MORTGAGE,34980,B,6000,11.48,0,0.17,N,2,36
2829,DEBTCONSOLIDATION,0,25,RENT,50160,D,3000,14.42,1,0.06,N,2,36
2830,EDUCATION,4,23,MORTGAGE,34992,F,22550,15.96,0,0.64,Y,3,36
2831,PERSONAL,3,21,RENT,57000,A,3000,5.42,0,0.05,N,3,36
2832,HOMEIMPROVEMENT,9,24,MORTGAGE,35000,B,8000,11.71,0,0.23,N,2,60
2833,MEDICAL,1,24,RENT,57000,A,3000,7.88,0,0.05,N,3,36
2834,DEBTCONSOLIDATION,7,23,MORTGAGE,35000,B,12000,12.42,0,0.34,N,2,36
2835,EDUCATION,6,22,RENT,58000,B,3000,11.83,0,0.05,N,2,36
2836,DEBTCONSOLIDATION,2,23,RENT,58500,B,3000,9.88,0,0.05,N,2,60
2837,DEBTCONSOLIDATION,5,23,RENT,59000,A,3000,7.14,0,0.05,N,2,36
2838,MEDICAL,1,23,RENT,59300,A,3000,9.63,0,0.05,N,3,60
2839,VENTURE,5,21,OWN,35000,B,10000,14.96,0,0.29,N,4,36
2840,MEDICAL,7,23,OWN,35000,B,5000,11.71,0,0.14,N,4,36
2841,EDUCATION,5,25,RENT,60000,D,3000,17.58,0,0.05,Y,2,36
2842,VENTURE,5,26,RENT,60000,C,3000,15.62,0,0.05,N,2,36
2843,HOMEIMPROVEMENT,3,26,OWN,35000,A,4800,6.03,0,0.14,N,2,60
2844,MEDICAL,3,24,MORTGAGE,35000,C,15000,14.27,0,0.43,N,2,60
2845,DEBTCONSOLIDATION,3,26,RENT,60000,B,3000,10,0,0.05,N,3,36
2846,DEBTCONSOLIDATION,1,23,RENT,60000,A,3000,7.51,0,0.05,N,2,60
2847,MEDICAL,1,23,RENT,60000,B,3000,10.25,0,0.05,N,4,60
2848,PERSONAL,5,21,MORTGAGE,35000,B,6900,12.42,0,0.2,N,3,60
2849,VENTURE,2,23,OWN,35000,B,14000,15.31,0,0.4,N,3,36
2850,PERSONAL,2,22,RENT,60000,B,3000,11.89,0,0.05,N,4,60
2851,HOMEIMPROVEMENT,6,26,RENT,60996,C,3000,12.22,0,0.05,Y,4,60
2852,MEDICAL,6,24,MORTGAGE,35000,B,8575,10.65,0,0.24,N,4,60
2853,DEBTCONSOLIDATION,6,22,MORTGAGE,35000,A,9500,6.03,0,0.27,N,3,60
2854,EDUCATION,0,24,RENT,55160,A,3000,8.9,1,0.05,N,3,36
2855,PERSONAL,7,23,RENT,61200,B,3000,12.42,0,0.05,N,2,36
2856,EDUCATION,3,21,OWN,35000,C,5000,14.27,0,0.14,Y,3,60
2857,DEBTCONSOLIDATION,9,25,MORTGAGE,35000,A,7000,15.65,0,0.2,N,2,36
2858,EDUCATION,7,24,RENT,62000,B,3000,9.99,0,0.05,N,2,36
2859,DEBTCONSOLIDATION,7,23,RENT,56500,D,3000,14.84,1,0.05,Y,3,36
2860,HOMEIMPROVEMENT,6,23,RENT,57000,D,3000,14.59,1,0.05,N,2,60
2861,HOMEIMPROVEMENT,1,24,OWN,35000,D,7000,16.29,0,0.2,Y,4,36
2862,HOMEIMPROVEMENT,2,24,MORTGAGE,35000,A,7500,7.9,0,0.21,N,3,36
2863,MEDICAL,2,26,RENT,64000,A,3000,9.33,0,0.05,N,4,36
2864,EDUCATION,1,22,RENT,58170,A,3000,9.07,1,0.05,N,2,36
2865,PERSONAL,7,23,RENT,58800,B,3000,10.36,1,0.05,N,4,36
2866,MEDICAL,0,22,RENT,58992,C,3000,12.84,1,0.05,Y,3,60
2867,HOMEIMPROVEMENT,1,25,RENT,65000,A,3000,8.49,0,0.05,N,4,60
2868,MEDICAL,1,24,OWN,35000,A,10000,7.9,0,0.29,N,4,36
2869,EDUCATION,0,22,RENT,65000,A,3000,6.99,0,0.05,N,4,60
2870,EDUCATION,1,22,OWN,35000,B,8000,12.69,0,0.23,N,4,36
2871,VENTURE,1,26,RENT,65000,A,3000,5.79,0,0.05,N,2,60
2872,EDUCATION,4,23,RENT,65004,D,3000,14.84,0,0.05,N,3,36
2873,PERSONAL,10,26,MORTGAGE,35000,B,8000,12.69,0,0.23,N,3,60
2874,VENTURE,0,23,RENT,65004,C,3000,13.61,0,0.05,Y,3,36
2875,EDUCATION,3,23,RENT,66000,A,3000,5.99,0,0.05,N,2,36
2876,MEDICAL,3,25,RENT,60000,C,3000,13.47,1,0.05,Y,3,36
2877,MEDICAL,7,23,RENT,67000,B,3000,10.99,0,0.04,N,2,36
2878,VENTURE,0,23,MORTGAGE,35000,B,12000,12.42,0,0.34,N,3,60
2879,VENTURE,5,21,OWN,35000,B,8000,9.91,0,0.23,N,3,36
2880,MEDICAL,5,22,MORTGAGE,35000,A,5000,7.9,0,0.14,N,3,36
2881,EDUCATION,0,26,RENT,67500,B,3000,8.88,0,0.04,N,2,36
2882,HOMEIMPROVEMENT,1,26,RENT,67500,A,3000,9.32,0,0.04,N,4,36
2883,PERSONAL,3,21,RENT,68000,C,3000,11.78,0,0.04,N,2,36
2884,MEDICAL,2,26,RENT,54400,E,3000,19.42,1,0.05,N,2,36
2885,VENTURE,1,23,RENT,70000,C,3000,14.27,0,0.04,Y,2,36
2886,PERSONAL,2,22,RENT,70000,A,3000,7.29,0,0.04,N,4,36
2887,DEBTCONSOLIDATION,7,24,RENT,64000,D,3000,15.21,1,0.05,N,4,36
2888,EDUCATION,7,24,MORTGAGE,35000,A,15000,7.49,0,0.43,N,4,36
2889,EDUCATION,2,22,MORTGAGE,35000,A,6000,7.49,0,0.17,N,4,36
2890,MEDICAL,5,22,RENT,71000,C,3000,14.65,0,0.04,N,4,36
2891,MEDICAL,9,26,RENT,71000,B,3000,13.47,0,0.04,N,4,36
2892,PERSONAL,3,26,MORTGAGE,35000,B,7200,10.59,0,0.21,N,3,60
2893,MEDICAL,8,23,RENT,72000,B,3000,11.99,0,0.04,N,2,36
2894,DEBTCONSOLIDATION,6,21,MORTGAGE,35000,B,15000,10.36,0,0.43,N,4,36
2895,PERSONAL,7,23,RENT,72000,A,3000,7.43,0,0.04,N,2,36
2896,HOMEIMPROVEMENT,9,26,RENT,72054,A,3000,7.29,0,0.04,N,2,36
2897,VENTURE,2,23,RENT,73000,B,3000,12.18,0,0.04,N,3,36
2898,VENTURE,,22,MORTGAGE,35000,F,5000,21.36,0,0.14,Y,2,60
2899,DEBTCONSOLIDATION,3,23,RENT,74250,B,3000,11.99,0,0.04,N,4,36
2900,EDUCATION,7,23,MORTGAGE,35000,A,2100,5.42,0,0.06,N,3,60
2901,MEDICAL,1,24,MORTGAGE,29000,D,6000,15.62,1,0.21,N,3,36
2902,DEBTCONSOLIDATION,5,21,MORTGAGE,35000,B,4800,10.99,0,0.14,N,3,60
2903,EDUCATION,4,22,RENT,75000,A,3000,8.9,0,0.04,N,2,60
2904,DEBTCONSOLIDATION,5,24,MORTGAGE,35000,A,4800,5.42,0,0.14,N,3,36
2905,PERSONAL,2,23,RENT,75000,A,3000,16.77,0,0.04,N,2,60
2906,HOMEIMPROVEMENT,4,24,RENT,75000,C,3000,14.59,0,0.04,N,4,60
2907,VENTURE,4,23,MORTGAGE,35000,A,3825,7.49,0,0.11,N,4,36
2908,EDUCATION,1,23,RENT,77200,B,3000,9.63,0,0.04,N,2,36
2909,HOMEIMPROVEMENT,3,25,RENT,77500,A,3000,6.54,0,0.04,N,4,36
2910,MEDICAL,2,25,OWN,35000,A,6400,11.91,0,0.18,N,2,36
2911,VENTURE,5,23,RENT,78000,D,3000,16.89,0,0.04,N,3,60
2912,PERSONAL,7,22,RENT,78000,A,3000,6.99,0,0.04,N,4,60
2913,VENTURE,4,22,RENT,78000,E,3000,16.32,0,0.04,N,2,60
2914,EDUCATION,4,22,RENT,83000,A,3000,9.63,0,0.04,N,3,36
2915,DEBTCONSOLIDATION,9,25,RENT,84000,A,3000,5.79,0,0.04,N,3,36
2916,MEDICAL,9,25,RENT,67147,D,3000,16.02,1,0.04,Y,4,36
2917,PERSONAL,7,22,MORTGAGE,35000,B,3500,11.49,0,0.1,N,3,60
2918,EDUCATION,5,22,RENT,85000,B,3000,10.99,0,0.04,N,2,36
2919,VENTURE,5,23,RENT,85000,A,3000,7.49,0,0.04,N,3,36
2920,PERSONAL,8,24,RENT,89523,B,3000,10.25,0,0.03,N,3,36
2921,VENTURE,2,23,OWN,35000,A,5500,5.42,0,0.16,N,2,36
2922,MEDICAL,5,26,RENT,90000,B,3000,8.38,0,0.03,N,4,36
2923,HOMEIMPROVEMENT,5,25,MORTGAGE,35000,B,10000,11.99,0,0.29,N,4,36
2924,PERSONAL,6,25,MORTGAGE,35000,A,5000,5.99,0,0.14,N,4,60
2925,DEBTCONSOLIDATION,3,26,RENT,100000,C,3000,13.57,0,0.03,N,3,60
2926,DEBTCONSOLIDATION,5,22,MORTGAGE,29000,B,9000,10.59,1,0.31,N,4,60
2927,HOMEIMPROVEMENT,0,24,RENT,100000,B,3000,9.76,0,0.03,N,3,36
2928,PERSONAL,4,26,RENT,103000,A,3000,7.88,0,0.03,N,4,60
2929,VENTURE,8,24,RENT,110000,A,3000,7.88,0,0.03,N,2,60
2930,EDUCATION,5,21,OWN,35000,A,4000,7.29,0,0.11,N,2,36
2931,EDUCATION,6,23,RENT,110000,C,3000,14.22,0,0.03,N,3,36
2932,HOMEIMPROVEMENT,8,24,RENT,115154,C,3000,14.27,0,0.03,N,2,36
2933,HOMEIMPROVEMENT,8,24,RENT,120390,A,3000,5.79,0,0.02,N,4,60
2934,VENTURE,3,24,MORTGAGE,35000,A,3600,6.92,0,0.1,N,2,36
2935,VENTURE,1,26,OWN,35000,B,5600,11.11,0,0.16,N,4,60
2936,EDUCATION,5,21,OWN,35000,C,6500,13.43,0,0.19,N,2,60
2937,DEBTCONSOLIDATION,3,24,RENT,125000,C,3000,14.72,0,0.02,Y,3,36
2938,VENTURE,7,22,MORTGAGE,35000,A,4000,7.29,0,0.11,N,2,36
2939,MEDICAL,10,26,RENT,125000,B,3000,12.21,0,0.02,N,4,36
2940,VENTURE,8,24,MORTGAGE,35000,B,2000,10.37,0,0.06,N,2,60
2941,DEBTCONSOLIDATION,3,24,RENT,142000,A,3000,7.88,0,0.02,N,2,36
2942,EDUCATION,4,25,RENT,137400,C,3000,13.06,1,0.02,N,2,60
2943,VENTURE,2,25,RENT,180000,B,3000,11.12,0,0.02,N,2,36
2944,VENTURE,,25,RENT,17436,B,3025,11.49,1,0.17,N,2,60
2945,EDUCATION,3,25,OWN,35000,C,3600,13.43,0,0.1,N,3,36
2946,EDUCATION,1,22,RENT,16800,B,3050,9.91,1,0.18,N,3,36
2947,PERSONAL,,26,OWN,35000,B,7200,11.11,0,0.21,N,4,36
2948,MEDICAL,0,23,RENT,24000,A,3050,7.49,0,0.13,N,4,36
2949,PERSONAL,2,23,RENT,12000,B,3075,10.37,1,0.26,N,2,36
2950,EDUCATION,1,25,RENT,30000,B,3075,10.59,0,0.1,N,2,36
2951,MEDICAL,0,26,MORTGAGE,35000,A,8000,5.42,0,0.23,N,2,60
2952,MEDICAL,5,21,MORTGAGE,35000,B,1500,9.63,0,0.04,N,4,36
2953,MEDICAL,0,26,RENT,44000,B,3075,10.99,0,0.07,N,3,36
2954,MEDICAL,,23,OWN,29000,F,10000,18.62,1,0.34,Y,3,60
2955,MEDICAL,0,25,RENT,20000,B,3100,11.71,0,0.15,N,4,60
2956,HOMEIMPROVEMENT,0,26,MORTGAGE,35000,A,3800,6.54,0,0.11,N,3,60
2957,PERSONAL,3,23,RENT,20400,C,3125,12.61,0,0.15,N,3,36
2958,HOMEIMPROVEMENT,10,26,MORTGAGE,35000,B,2500,9.25,0,0.07,N,3,36
2959,HOMEIMPROVEMENT,5,21,RENT,15300,B,3150,10.99,1,0.21,N,4,36
2960,EDUCATION,2,25,RENT,42000,A,3150,5.79,0,0.07,N,4,36
2961,EDUCATION,6,22,MORTGAGE,35000,A,8000,5.79,0,0.23,N,4,60
2962,VENTURE,2,24,OWN,35000,B,3600,9.99,0,0.1,N,4,36
2963,PERSONAL,6,22,MORTGAGE,29000,A,12000,5.42,1,0.41,N,4,60
2964,EDUCATION,4,22,RENT,96000,B,3150,6,0,0.03,N,2,36
2965,EDUCATION,1,21,RENT,28800,A,3175,6.03,0,0.11,N,4,36
2966,PERSONAL,0,24,RENT,12000,A,3200,5.99,1,0.27,N,3,60
2967,MEDICAL,,24,MORTGAGE,35000,B,7775,14.27,0,0.22,N,2,60
2968,VENTURE,,21,RENT,12000,B,3200,11.49,1,0.27,N,2,60
2969,MEDICAL,8,26,RENT,15000,B,3200,12.21,1,0.21,N,2,36
2970,VENTURE,5,22,RENT,15600,E,3200,17.93,1,0.21,N,4,36
2971,DEBTCONSOLIDATION,0,25,RENT,16000,A,3200,9.32,1,0.2,N,2,36
2972,PERSONAL,1,21,RENT,18000,A,3200,8.49,1,0.18,N,3,60
2973,MEDICAL,3,22,MORTGAGE,35000,C,3500,12.53,0,0.1,Y,3,36
2974,HOMEIMPROVEMENT,0,23,RENT,18000,A,3200,16,1,0.18,N,4,60
2975,PERSONAL,7,23,MORTGAGE,29000,A,6000,7.88,1,0.21,N,2,36
